name,index,row,column,x,y,width,height
Gilded Wool Cloak of Insight,567,75,2,128,4800,64,64
Fortunate Wool Cloak of the Harvest,568,75,3,192,4800,64,64
Fortunate Wool Cloak of Insight,569,75,4,256,4800,64,64
Nimble Wool Cloak of Insight,570,75,5,320,4800,64,64
Gilded Silk Cloak of Fortune,571,76,0,0,4864,64,64
Gilded Silk Cloak of the Harvest,572,76,1,64,4864,64,64
Gilded Silk Cloak of Insight,573,76,2,128,4864,64,64
Fortunate Silk Cloak of the Harvest,574,76,3,192,4864,64,64
Fortunate Silk Cloak of Insight,575,76,4,256,4864,64,64
Nimble Silk Cloak of Insight,576,76,5,320,4864,64,64
Gilded Mythril Silk Cloak of Fortune,577,77,0,0,4928,64,64
Gilded Mythril Silk Cloak of the Harvest,578,77,1,64,4928,64,64
Gilded Mythril Silk Cloak of Insight,579,77,2,128,4928,64,64
Fortunate Mythril Silk Cloak of the Harvest,580,77,3,192,4928,64,64
Fortunate Mythril Silk Cloak of Insight,581,77,4,256,4928,64,64
Nimble Mythril Silk Cloak of Insight,582,77,5,320,4928,64,64
Gilded Starweave Cloak of Fortune,583,78,0,0,4992,64,64
Gilded Starweave Cloak of the Harvest,584,78,1,64,4992,64,64
Gilded Starweave Cloak of Insight,585,78,2,128,4992,64,64
Fortunate Starweave Cloak of the Harvest,586,78,3,192,4992,64,64
Fortunate Starweave Cloak of Insight,587,78,4,256,4992,64,64
Nimble Starweave Cloak of Insight,588,78,5,320,4992,64,64
Gilded Shadowweave Cloak of Fortune,589,79,0,0,5056,64,64
Gilded Shadowweave Cloak of the Harvest,590,79,1,64,5056,64,64
Gilded Shadowweave Cloak of Insight,591,79,2,128,5056,64,64
Fortunate Shadowweave Cloak of the Harvest,592,79,3,192,5056,64,64
Fortunate Shadowweave Cloak of Insight,593,79,4,256,5056,64,64
Nimble Shadowweave Cloak of Insight,594,79,5,320,5056,64,64
Gilded Runic Thread Cloak of Fortune,595,80,0,0,5120,64,64
Gilded Runic Thread Cloak of the Harvest,596,80,1,64,5120,64,64
Gilded Runic Thread Cloak of Insight,597,80,2,128,5120,64,64
Fortunate Runic Thread Cloak of the Harvest,598,80,3,192,5120,64,64
Fortunate Runic Thread Cloak of Insight,599,80,4,256,5120,64,64
Nimble Runic Thread Cloak of Insight,600,80,5,320,5120,64,64
Gilded Dragonscale Silk Cloak of Fortune,601,81,0,0,5184,64,64
Gilded Dragonscale Silk Cloak of the Harvest,602,81,1,64,5184,64,64
Gilded Dragonscale Silk Cloak of Insight,603,81,2,128,5184,64,64
Fortunate Dragonscale Silk Cloak of the Harvest,604,81,3,192,5184,64,64
Fortunate Dragonscale Silk Cloak of Insight,605,81,4,256,5184,64,64
Nimble Dragonscale Silk Cloak of Insight,606,81,5,320,5184,64,64
Gilded Aether Silk Cloak of Fortune,607,82,0,0,5248,64,64
Gilded Aether Silk Cloak of the Harvest,608,82,1,64,5248,64,64
Gilded Aether Silk Cloak of Insight,609,82,2,128,5248,64,64
Fortunate Aether Silk Cloak of the Harvest,610,82,3,192,5248,64,64
Fortunate Aether Silk Cloak of Insight,611,82,4,256,5248,64,64
Nimble Aether Silk Cloak of Insight,612,82,5,320,5248,64,64
Gilded Void Thread Cloak of Fortune,613,83,0,0,5312,64,64
Gilded Void Thread Cloak of the Harvest,614,83,1,64,5312,64,64
Gilded Void Thread Cloak of Insight,615,83,2,128,5312,64,64
Fortunate Void Thread Cloak of the Harvest,616,83,3,192,5312,64,64
Fortunate Void Thread Cloak of Insight,617,83,4,256,5312,64,64
Nimble Void Thread Cloak of Insight,618,83,5,320,5312,64,64
Gilded Celestial Silk Cloak of Fortune,619,84,0,0,5376,64,64
Gilded Celestial Silk Cloak of the Harvest,620,84,1,64,5376,64,64
Gilded Celestial Silk Cloak of Insight,621,84,2,128,5376,64,64
Fortunate Celestial Silk Cloak of the Harvest,622,84,3,192,5376,64,64
Fortunate Celestial Silk Cloak of Insight,623,84,4,256,5376,64,64
Nimble Celestial Silk Cloak of Insight,624,84,5,320,5376,64,64
Gilded Bloodweave Cloak of Fortune,625,85,0,0,5440,64,64
Gilded Bloodweave Cloak of the Harvest,626,85,1,64,5440,64,64
Gilded Bloodweave Cloak of Insight,627,85,2,128,5440,64,64
Fortunate Bloodweave Cloak of the Harvest,628,85,3,192,5440,64,64
Fortunate Bloodweave Cloak of Insight,629,85,4,256,5440,64,64
Nimble Bloodweave Cloak of Insight,630,85,5,320,5440,64,64
Gilded Moonsilk Cloak of Fortune,631,86,0,0,5504,64,64
Gilded Moonsilk Cloak of the Harvest,632,86,1,64,5504,64,64
Gilded Moonsilk Cloak of Insight,633,86,2,128,5504,64,64
Fortunate Moonsilk Cloak of the Harvest,634,86,3,192,5504,64,64
Fortunate Moonsilk Cloak of Insight,635,86,4,256,5504,64,64
Nimble Moonsilk Cloak of Insight,636,86,5,320,5504,64,64
Gilded Sunweave Cloak of Fortune,637,87,0,0,5568,64,64
Gilded Sunweave Cloak of the Harvest,638,87,1,64,5568,64,64
Gilded Sunweave Cloak of Insight,639,87,2,128,5568,64,64
Fortunate Sunweave Cloak of the Harvest,640,87,3,192,5568,64,64
Fortunate Sunweave Cloak of Insight,641,87,4,256,5568,64,64
Nimble Sunweave Cloak of Insight,642,87,5,320,5568,64,64
Gilded Netherweave Cloak of Fortune,643,88,0,0,5632,64,64
Gilded Netherweave Cloak of the Harvest,644,88,1,64,5632,64,64
Gilded Netherweave Cloak of Insight,645,88,2,128,5632,64,64
Fortunate Netherweave Cloak of the Harvest,646,88,3,192,5632,64,64
Fortunate Netherweave Cloak of Insight,647,88,4,256,5632,64,64
Nimble Netherweave Cloak of Insight,648,88,5,320,5632,64,64
Gilded Stormsilk Cloak of Fortune,649,89,0,0,5696,64,64
Gilded Stormsilk Cloak of the Harvest,650,89,1,64,5696,64,64
Gilded Stormsilk Cloak of Insight,651,89,2,128,5696,64,64
Fortunate Stormsilk Cloak of the Harvest,652,89,3,192,5696,64,64
Fortunate Stormsilk Cloak of Insight,653,89,4,256,5696,64,64
Nimble Stormsilk Cloak of Insight,654,89,5,320,5696,64,64
Gilded Regal Silk Cloak of Fortune,655,90,0,0,5760,64,64
Gilded Regal Silk Cloak of the Harvest,656,90,1,64,5760,64,64
Gilded Regal Silk Cloak of Insight,657,90,2,128,5760,64,64
Fortunate Regal Silk Cloak of the Harvest,658,90,3,192,5760,64,64
Fortunate Regal Silk Cloak of Insight,659,90,4,256,5760,64,64
Nimble Regal Silk Cloak of Insight,660,90,5,320,5760,64,64
Gilded Eternal Weave Cloak of Fortune,661,91,0,0,5824,64,64
Gilded Eternal Weave Cloak of the Harvest,662,91,1,64,5824,64,64
Gilded Eternal Weave Cloak of Insight,663,91,2,128,5824,64,64
Fortunate Eternal Weave Cloak of the Harvest,664,91,3,192,5824,64,64
Fortunate Eternal Weave Cloak of Insight,665,91,4,256,5824,64,64
Nimble Eternal Weave Cloak of Insight,666,91,5,320,5824,64,64
Gilded Astral Silk Cloak of Fortune,667,92,0,0,5888,64,64
Gilded Astral Silk Cloak of the Harvest,668,92,1,64,5888,64,64
Gilded Astral Silk Cloak of Insight,669,92,2,128,5888,64,64
Fortunate Astral Silk Cloak of the Harvest,670,92,3,192,5888,64,64
Fortunate Astral Silk Cloak of Insight,671,92,4,256,5888,64,64
Nimble Astral Silk Cloak of Insight,672,92,5,320,5888,64,64
Gilded Gravity Weave Cloak of Fortune,673,93,0,0,5952,64,64
Gilded Gravity Weave Cloak of the Harvest,674,93,1,64,5952,64,64
Gilded Gravity Weave Cloak of Insight,675,93,2,128,5952,64,64
Fortunate Gravity Weave Cloak of the Harvest,676,93,3,192,5952,64,64
Fortunate Gravity Weave Cloak of Insight,677,93,4,256,5952,64,64
Nimble Gravity Weave Cloak of Insight,678,93,5,320,5952,64,64
Gilded Frostweave Cloak of Fortune,679,94,0,0,6016,64,64
Gilded Frostweave Cloak of the Harvest,680,94,1,64,6016,64,64
Gilded Frostweave Cloak of Insight,681,94,2,128,6016,64,64
Fortunate Frostweave Cloak of the Harvest,682,94,3,192,6016,64,64
Fortunate Frostweave Cloak of Insight,683,94,4,256,6016,64,64
Nimble Frostweave Cloak of Insight,684,94,5,320,6016,64,64
Gilded Duskweave Cloak of Fortune,685,95,0,0,6080,64,64
Gilded Duskweave Cloak of the Harvest,686,95,1,64,6080,64,64
Gilded Duskweave Cloak of Insight,687,95,2,128,6080,64,64
Fortunate Duskweave Cloak of the Harvest,688,95,3,192,6080,64,64
Fortunate Duskweave Cloak of Insight,689,95,4,256,6080,64,64
Nimble Duskweave Cloak of Insight,690,95,5,320,6080,64,64
Gilded Titanweave Cloak of Fortune,691,96,0,0,6144,64,64
Gilded Titanweave Cloak of the Harvest,692,96,1,64,6144,64,64
Gilded Titanweave Cloak of Insight,693,96,2,128,6144,64,64
Fortunate Titanweave Cloak of the Harvest,694,96,3,192,6144,64,64
Fortunate Titanweave Cloak of Insight,695,96,4,256,6144,64,64
Nimble Titanweave Cloak of Insight,696,96,5,320,6144,64,64
Gilded Skysilk Cloak of Fortune,697,97,0,0,6208,64,64
Gilded Skysilk Cloak of the Harvest,698,97,1,64,6208,64,64
Gilded Skysilk Cloak of Insight,699,97,2,128,6208,64,64
Fortunate Skysilk Cloak of the Harvest,700,97,3,192,6208,64,64
Fortunate Skysilk Cloak of Insight,701,97,4,256,6208,64,64
Nimble Skysilk Cloak of Insight,702,97,5,320,6208,64,64
Gilded Emberweave Cloak of Fortune,703,98,0,0,6272,64,64
Gilded Emberweave Cloak of the Harvest,704,98,1,64,6272,64,64
Gilded Emberweave Cloak of Insight,705,98,2,128,6272,64,64
Fortunate Emberweave Cloak of the Harvest,706,98,3,192,6272,64,64
Fortunate Emberweave Cloak of Insight,707,98,4,256,6272,64,64
Nimble Emberweave Cloak of Insight,708,98,5,320,6272,64,64
Gilded Soulweave Cloak of Fortune,709,99,0,0,6336,64,64
Gilded Soulweave Cloak of the Harvest,710,99,1,64,6336,64,64
Gilded Soulweave Cloak of Insight,711,99,2,128,6336,64,64
Fortunate Soulweave Cloak of the Harvest,712,99,3,192,6336,64,64
Fortunate Soulweave Cloak of Insight,713,99,4,256,6336,64,64
Nimble Soulweave Cloak of Insight,714,99,5,320,6336,64,64
Gilded Chronoweave Cloak of Fortune,715,100,0,0,6400,64,64
Gilded Chronoweave Cloak of the Harvest,716,100,1,64,6400,64,64
Gilded Chronoweave Cloak of Insight,717,100,2,128,6400,64,64
Fortunate Chronoweave Cloak of the Harvest,718,100,3,192,6400,64,64
Fortunate Chronoweave Cloak of Insight,719,100,4,256,6400,64,64
Nimble Chronoweave Cloak of Insight,720,100,5,320,6400,64,64
Gilded Worldweave Cloak of Fortune,721,101,0,0,6464,64,64
Gilded Worldweave Cloak of the Harvest,722,101,1,64,6464,64,64
Gilded Worldweave Cloak of Insight,723,101,2,128,6464,64,64
Fortunate Worldweave Cloak of the Harvest,724,101,3,192,6464,64,64
Fortunate Worldweave Cloak of Insight,725,101,4,256,6464,64,64
Nimble Worldweave Cloak of Insight,726,101,5,320,6464,64,64
Gilded Voidglass Silk Cloak of Fortune,727,102,0,0,6528,64,64
Gilded Voidglass Silk Cloak of the Harvest,728,102,1,64,6528,64,64
Gilded Voidglass Silk Cloak of Insight,729,102,2,128,6528,64,64
Fortunate Voidglass Silk Cloak of the Harvest,730,102,3,192,6528,64,64
Fortunate Voidglass Silk Cloak of Insight,731,102,4,256,6528,64,64
Nimble Voidglass Silk Cloak of Insight,732,102,5,320,6528,64,64
Gilded Abyssal Silk Cloak of Fortune,733,103,0,0,6592,64,64
Gilded Abyssal Silk Cloak of the Harvest,734,103,1,64,6592,64,64
Gilded Abyssal Silk Cloak of Insight,735,103,2,128,6592,64,64
Fortunate Abyssal Silk Cloak of the Harvest,736,103,3,192,6592,64,64
Fortunate Abyssal Silk Cloak of Insight,737,103,4,256,6592,64,64
Nimble Abyssal Silk Cloak of Insight,738,103,5,320,6592,64,64
Gilded Ashweave Cloak of Fortune,739,104,0,0,6656,64,64
Gilded Ashweave Cloak of the Harvest,740,104,1,64,6656,64,64
Gilded Ashweave Cloak of Insight,741,104,2,128,6656,64,64
Fortunate Ashweave Cloak of the Harvest,742,104,3,192,6656,64,64
Fortunate Ashweave Cloak of Insight,743,104,4,256,6656,64,64
Nimble Ashweave Cloak of Insight,744,104,5,320,6656,64,64
Gilded Glacial Silk Cloak of Fortune,745,105,0,0,6720,64,64
Gilded Glacial Silk Cloak of the Harvest,746,105,1,64,6720,64,64
Gilded Glacial Silk Cloak of Insight,747,105,2,128,6720,64,64
Fortunate Glacial Silk Cloak of the Harvest,748,105,3,192,6720,64,64
Fortunate Glacial Silk Cloak of Insight,749,105,4,256,6720,64,64
Nimble Glacial Silk Cloak of Insight,750,105,5,320,6720,64,64
Gilded Primordial Weave Cloak of Fortune,751,106,0,0,6784,64,64
Gilded Primordial Weave Cloak of the Harvest,752,106,1,64,6784,64,64
Gilded Primordial Weave Cloak of Insight,753,106,2,128,6784,64,64
Fortunate Primordial Weave Cloak of the Harvest,754,106,3,192,6784,64,64
Fortunate Primordial Weave Cloak of Insight,755,106,4,256,6784,64,64
Nimble Primordial Weave Cloak of Insight,756,106,5,320,6784,64,64
Miner's Gloves,757,107,0,0,6848,64,64
Herbalist's Gloves,758,107,1,64,6848,64,64
Blacksmith's Gloves,759,107,2,128,6848,64,64
Alchemist's Gloves,760,107,3,192,6848,64,64
Jewelcrafter's Gloves,761,107,4,256,6848,64,64
Spellcrafter's Gloves,762,107,5,320,6848,64,64
Tailor's Gloves,763,107,6,384,6848,64,64
Invisibility Ring,764,107,7,448,6848,64,64
Prospector's Pick,765,107,8,512,6848,64,64
Forager's Sickle,766,107,9,576,6848,64,64
Journeyman's Hammer,767,108,0,0,6912,64,64
Weaver's Needle,768,108,1,64,6912,64,64
Alchemist's Volatile Flask,769,108,2,128,6912,64,64
Jeweler's Chisel,770,108,3,192,6912,64,64
Spellcrafter's Runestaff,771,108,4,256,6912,64,64
Prospector's Buckler,772,108,5,320,6912,64,64
Forager's Guard,773,108,6,384,6912,64,64
Journeyman's Bulwark,774,108,7,448,6912,64,64
Weaver's Ward,775,108,8,512,6912,64,64
Alchemist's Reagent Satchel,776,108,9,576,6912,64,64
Jeweler's Strongbox,777,109,0,0,6976,64,64
Spellcrafter's Ward,778,109,1,64,6976,64,64
Cutpurse's Signet,779,109,2,128,6976,64,64
Bounty Hunter's Gauntlets,780,109,3,192,6976,64,64
Marauder's Warboots,781,109,4,256,6976,64,64
Plunderer's Bulwark,782,109,5,320,6976,64,64
Highwayman's Blade,783,109,6,384,6976,64,64
Worldbreaker,784,109,7,448,6976,64,64
Soulforged Blade,785,109,8,512,6976,64,64
Wanderer's Token,786,109,9,576,6976,64,64
Ruby Ring of Attack,787,110,0,0,7040,64,64
Ruby Ring of Defense,788,110,1,64,7040,64,64
Ruby Ring of Experience,789,110,2,128,7040,64,64
Ruby Ring of Gathering,790,110,3,192,7040,64,64
Ruby Amulet of Attack,791,110,4,256,7040,64,64
Ruby Amulet of Defense,792,110,5,320,7040,64,64
Ruby Amulet of Experience,793,110,6,384,7040,64,64
Ruby Amulet of Gathering,794,110,7,448,7040,64,64
Garnet Ring of Attack,795,111,0,0,7104,64,64
Garnet Ring of Defense,796,111,1,64,7104,64,64
Garnet Ring of Experience,797,111,2,128,7104,64,64
Garnet Ring of Gathering,798,111,3,192,7104,64,64
Garnet Amulet of Attack,799,111,4,256,7104,64,64
Garnet Amulet of Defense,800,111,5,320,7104,64,64
Garnet Amulet of Experience,801,111,6,384,7104,64,64
Garnet Amulet of Gathering,802,111,7,448,7104,64,64
Amethyst Ring of Attack,803,112,0,0,7168,64,64
Amethyst Ring of Defense,804,112,1,64,7168,64,64
Amethyst Ring of Experience,805,112,2,128,7168,64,64
Amethyst Ring of Gathering,806,112,3,192,7168,64,64
Amethyst Amulet of Attack,807,112,4,256,7168,64,64
Amethyst Amulet of Defense,808,112,5,320,7168,64,64
Amethyst Amulet of Experience,809,112,6,384,7168,64,64
Amethyst Amulet of Gathering,810,112,7,448,7168,64,64
Topaz Ring of Attack,811,113,0,0,7232,64,64
Topaz Ring of Defense,812,113,1,64,7232,64,64
Topaz Ring of Experience,813,113,2,128,7232,64,64
Topaz Ring of Gathering,814,113,3,192,7232,64,64
Topaz Amulet of Attack,815,113,4,256,7232,64,64
Topaz Amulet of Defense,816,113,5,320,7232,64,64
Topaz Amulet of Experience,817,113,6,384,7232,64,64
Topaz Amulet of Gathering,818,113,7,448,7232,64,64
Peridot Ring of Attack,819,114,0,0,7296,64,64
Peridot Ring of Defense,820,114,1,64,7296,64,64
Peridot Ring of Experience,821,114,2,128,7296,64,64
Peridot Ring of Gathering,822,114,3,192,7296,64,64
Peridot Amulet of Attack,823,114,4,256,7296,64,64
Peridot Amulet of Defense,824,114,5,320,7296,64,64
Peridot Amulet of Experience,825,114,6,384,7296,64,64
Peridot Amulet of Gathering,826,114,7,448,7296,64,64
Aquamarine Ring of Attack,827,115,0,0,7360,64,64
Aquamarine Ring of Defense,828,115,1,64,7360,64,64
Aquamarine Ring of Experience,829,115,2,128,7360,64,64
Aquamarine Ring of Gathering,830,115,3,192,7360,64,64
Aquamarine Amulet of Attack,831,115,4,256,7360,64,64
Aquamarine Amulet of Defense,832,115,5,320,7360,64,64
Aquamarine Amulet of Experience,833,115,6,384,7360,64,64
Aquamarine Amulet of Gathering,834,115,7,448,7360,64,64
Onyx Ring of Attack,835,116,0,0,7424,64,64
Onyx Ring of Defense,836,116,1,64,7424,64,64
Onyx Ring of Experience,837,116,2,128,7424,64,64
Onyx Ring of Gathering,838,116,3,192,7424,64,64
Onyx Amulet of Attack,839,116,4,256,7424,64,64
Onyx Amulet of Defense,840,116,5,320,7424,64,64
Onyx Amulet of Experience,841,116,6,384,7424,64,64
Onyx Amulet of Gathering,842,116,7,448,7424,64,64
Jade Ring of Attack,843,117,0,0,7488,64,64
Jade Ring of Defense,844,117,1,64,7488,64,64
Jade Ring of Experience,845,117,2,128,7488,64,64
Jade Ring of Gathering,846,117,3,192,7488,64,64
Jade Amulet of Attack,847,117,4,256,7488,64,64
Jade Amulet of Defense,848,117,5,320,7488,64,64
Jade Amulet of Experience,849,117,6,384,7488,64,64
Jade Amulet of Gathering,850,117,7,448,7488,64,64
Sapphire Ring of Attack,851,118,0,0,7552,64,64
Sapphire Ring of Defense,852,118,1,64,7552,64,64
Sapphire Ring of Experience,853,118,2,128,7552,64,64
Sapphire Ring of Gathering,854,118,3,192,7552,64,64
Sapphire Amulet of Attack,855,118,4,256,7552,64,64
Sapphire Amulet of Defense,856,118,5,320,7552,64,64
Sapphire Amulet of Experience,857,118,6,384,7552,64,64
Sapphire Amulet of Gathering,858,118,7,448,7552,64,64
Opal Ring of Attack,859,119,0,0,7616,64,64
Opal Ring of Defense,860,119,1,64,7616,64,64
Opal Ring of Experience,861,119,2,128,7616,64,64
Opal Ring of Gathering,862,119,3,192,7616,64,64
Opal Amulet of Attack,863,119,4,256,7616,64,64
Opal Amulet of Defense,864,119,5,320,7616,64,64
Opal Amulet of Experience,865,119,6,384,7616,64,64
Opal Amulet of Gathering,866,119,7,448,7616,64,64
Alexandrite Ring of Attack,867,120,0,0,7680,64,64
Alexandrite Ring of Defense,868,120,1,64,7680,64,64
Alexandrite Ring of Experience,869,120,2,128,7680,64,64
Alexandrite Ring of Gathering,870,120,3,192,7680,64,64
Alexandrite Amulet of Attack,871,120,4,256,7680,64,64
Alexandrite Amulet of Defense,872,120,5,320,7680,64,64
Alexandrite Amulet of Experience,873,120,6,384,7680,64,64
Alexandrite Amulet of Gathering,874,120,7,448,7680,64,64
Citrine Ring of Attack,875,121,0,0,7744,64,64
Citrine Ring of Defense,876,121,1,64,7744,64,64
Citrine Ring of Experience,877,121,2,128,7744,64,64
Citrine Ring of Gathering,878,121,3,192,7744,64,64
Citrine Amulet of Attack,879,121,4,256,7744,64,64
Citrine Amulet of Defense,880,121,5,320,7744,64,64
Citrine Amulet of Experience,881,121,6,384,7744,64,64
Citrine Amulet of Gathering,882,121,7,448,7744,64,64
Spinel Ring of Attack,883,122,0,0,7808,64,64
Spinel Ring of Defense,884,122,1,64,7808,64,64
Spinel Ring of Experience,885,122,2,128,7808,64,64
Spinel Ring of Gathering,886,122,3,192,7808,64,64
Spinel Amulet of Attack,887,122,4,256,7808,64,64
Spinel Amulet of Defense,888,122,5,320,7808,64,64
Spinel Amulet of Experience,889,122,6,384,7808,64,64
Spinel Amulet of Gathering,890,122,7,448,7808,64,64
Moonstone Ring of Attack,891,123,0,0,7872,64,64
Moonstone Ring of Defense,892,123,1,64,7872,64,64
Moonstone Ring of Experience,893,123,2,128,7872,64,64
Moonstone Ring of Gathering,894,123,3,192,7872,64,64
Moonstone Amulet of Attack,895,123,4,256,7872,64,64
Moonstone Amulet of Defense,896,123,5,320,7872,64,64
Moonstone Amulet of Experience,897,123,6,384,7872,64,64
Moonstone Amulet of Gathering,898,123,7,448,7872,64,64
Sunstone Ring of Attack,899,124,0,0,7936,64,64
Sunstone Ring of Defense,900,124,1,64,7936,64,64
Sunstone Ring of Experience,901,124,2,128,7936,64,64
Sunstone Ring of Gathering,902,124,3,192,7936,64,64
Sunstone Amulet of Attack,903,124,4,256,7936,64,64
Sunstone Amulet of Defense,904,124,5,320,7936,64,64
Sunstone Amulet of Experience,905,124,6,384,7936,64,64
Sunstone Amulet of Gathering,906,124,7,448,7936,64,64
Tanzanite Ring of Attack,907,125,0,0,8000,64,64
Tanzanite Ring of Defense,908,125,1,64,8000,64,64
Tanzanite Ring of Experience,909,125,2,128,8000,64,64
Tanzanite Ring of Gathering,910,125,3,192,8000,64,64
Tanzanite Amulet of Attack,911,125,4,256,8000,64,64
Tanzanite Amulet of Defense,912,125,5,320,8000,64,64
Tanzanite Amulet of Experience,913,125,6,384,8000,64,64
Tanzanite Amulet of Gathering,914,125,7,448,8000,64,64
Tourmaline Ring of Attack,915,126,0,0,8064,64,64
Tourmaline Ring of Defense,916,126,1,64,8064,64,64
Tourmaline Ring of Experience,917,126,2,128,8064,64,64
Tourmaline Ring of Gathering,918,126,3,192,8064,64,64
Tourmaline Amulet of Attack,919,126,4,256,8064,64,64
Tourmaline Amulet of Defense,920,126,5,320,8064,64,64
Tourmaline Amulet of Experience,921,126,6,384,8064,64,64
Tourmaline Amulet of Gathering,922,126,7,448,8064,64,64
Zircon Ring of Attack,923,127,0,0,8128,64,64
Zircon Ring of Defense,924,127,1,64,8128,64,64
Zircon Ring of Experience,925,127,2,128,8128,64,64
Zircon Ring of Gathering,926,127,3,192,8128,64,64
Zircon Amulet of Attack,927,127,4,256,8128,64,64
Zircon Amulet of Defense,928,127,5,320,8128,64,64
Zircon Amulet of Experience,929,127,6,384,8128,64,64
Zircon Amulet of Gathering,930,127,7,448,8128,64,64
Lapis Ring of Attack,931,128,0,0,8192,64,64
Lapis Ring of Defense,932,128,1,64,8192,64,64
Lapis Ring of Experience,933,128,2,128,8192,64,64
Lapis Ring of Gathering,934,128,3,192,8192,64,64
Lapis Amulet of Attack,935,128,4,256,8192,64,64
Lapis Amulet of Defense,936,128,5,320,8192,64,64
Lapis Amulet of Experience,937,128,6,384,8192,64,64
Lapis Amulet of Gathering,938,128,7,448,8192,64,64
Labradorite Ring of Attack,939,129,0,0,8256,64,64
Labradorite Ring of Defense,940,129,1,64,8256,64,64
Labradorite Ring of Experience,941,129,2,128,8256,64,64
Labradorite Ring of Gathering,942,129,3,192,8256,64,64
Labradorite Amulet of Attack,943,129,4,256,8256,64,64
Labradorite Amulet of Defense,944,129,5,320,8256,64,64
Labradorite Amulet of Experience,945,129,6,384,8256,64,64
Labradorite Amulet of Gathering,946,129,7,448,8256,64,64
Malachite Ring of Attack,947,130,0,0,8320,64,64
Malachite Ring of Defense,948,130,1,64,8320,64,64
Malachite Ring of Experience,949,130,2,128,8320,64,64
Malachite Ring of Gathering,950,130,3,192,8320,64,64
Malachite Amulet of Attack,951,130,4,256,8320,64,64
Malachite Amulet of Defense,952,130,5,320,8320,64,64
Malachite Amulet of Experience,953,130,6,384,8320,64,64
Malachite Amulet of Gathering,954,130,7,448,8320,64,64
Howlite Ring of Attack,955,131,0,0,8384,64,64
Howlite Ring of Defense,956,131,1,64,8384,64,64
Howlite Ring of Experience,957,131,2,128,8384,64,64
Howlite Ring of Gathering,958,131,3,192,8384,64,64
Howlite Amulet of Attack,959,131,4,256,8384,64,64
Howlite Amulet of Defense,960,131,5,320,8384,64,64
Howlite Amulet of Experience,961,131,6,384,8384,64,64
Howlite Amulet of Gathering,962,131,7,448,8384,64,64
Shadow Pearl Ring of Attack,963,132,0,0,8448,64,64
Shadow Pearl Ring of Defense,964,132,1,64,8448,64,64
Shadow Pearl Ring of Experience,965,132,2,128,8448,64,64
Shadow Pearl Ring of Gathering,966,132,3,192,8448,64,64
Shadow Pearl Amulet of Attack,967,132,4,256,8448,64,64
Shadow Pearl Amulet of Defense,968,132,5,320,8448,64,64
Shadow Pearl Amulet of Experience,969,132,6,384,8448,64,64
Shadow Pearl Amulet of Gathering,970,132,7,448,8448,64,64
Celestite Ring of Attack,971,133,0,0,8512,64,64
Celestite Ring of Defense,972,133,1,64,8512,64,64
Celestite Ring of Experience,973,133,2,128,8512,64,64
Celestite Ring of Gathering,974,133,3,192,8512,64,64
Celestite Amulet of Attack,975,133,4,256,8512,64,64
Celestite Amulet of Defense,976,133,5,320,8512,64,64
Celestite Amulet of Experience,977,133,6,384,8512,64,64
Celestite Amulet of Gathering,978,133,7,448,8512,64,64
Azurite Ring of Attack,979,134,0,0,8576,64,64
Azurite Ring of Defense,980,134,1,64,8576,64,64
Azurite Ring of Experience,981,134,2,128,8576,64,64
Azurite Ring of Gathering,982,134,3,192,8576,64,64
Azurite Amulet of Attack,983,134,4,256,8576,64,64
Azurite Amulet of Defense,984,134,5,320,8576,64,64
Azurite Amulet of Experience,985,134,6,384,8576,64,64
Azurite Amulet of Gathering,986,134,7,448,8576,64,64
Cinnabar Ring of Attack,987,135,0,0,8640,64,64
Cinnabar Ring of Defense,988,135,1,64,8640,64,64
Cinnabar Ring of Experience,989,135,2,128,8640,64,64
Cinnabar Ring of Gathering,990,135,3,192,8640,64,64
Cinnabar Amulet of Attack,991,135,4,256,8640,64,64
Cinnabar Amulet of Defense,992,135,5,320,8640,64,64
Cinnabar Amulet of Experience,993,135,6,384,8640,64,64
Cinnabar Amulet of Gathering,994,135,7,448,8640,64,64
Phantom Quartz Ring of Attack,995,136,0,0,8704,64,64
Phantom Quartz Ring of Defense,996,136,1,64,8704,64,64
Phantom Quartz Ring of Experience,997,136,2,128,8704,64,64
Phantom Quartz Ring of Gathering,998,136,3,192,8704,64,64
Phantom Quartz Amulet of Attack,999,136,4,256,8704,64,64
Phantom Quartz Amulet of Defense,1000,136,5,320,8704,64,64
Phantom Quartz Amulet of Experience,1001,136,6,384,8704,64,64
Phantom Quartz Amulet of Gathering,1002,136,7,448,8704,64,64
Sphene Ring of Attack,1003,137,0,0,8768,64,64
Sphene Ring of Defense,1004,137,1,64,8768,64,64
Sphene Ring of Experience,1005,137,2,128,8768,64,64
Sphene Ring of Gathering,1006,137,3,192,8768,64,64
Sphene Amulet of Attack,1007,137,4,256,8768,64,64
Sphene Amulet of Defense,1008,137,5,320,8768,64,64
Sphene Amulet of Experience,1009,137,6,384,8768,64,64
Sphene Amulet of Gathering,1010,137,7,448,8768,64,64
Heliodor Ring of Attack,1011,138,0,0,8832,64,64
Heliodor Ring of Defense,1012,138,1,64,8832,64,64
Heliodor Ring of Experience,1013,138,2,128,8832,64,64
Heliodor Ring of Gathering,1014,138,3,192,8832,64,64
Heliodor Amulet of Attack,1015,138,4,256,8832,64,64
