item_id,name,category,subcategory,tier,group,art_source,shared_icon_key,index,row,column,x,y,width,height,original_r3_index,original_r2_index
voidiron_xp_potion,Voidiron XP Potion,Consumable,Potion,11,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,352
celestium_xp_potion,Celestium XP Potion,Consumable,Potion,12,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,353
bloodstone_xp_potion,Bloodstone XP Potion,Consumable,Potion,13,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,354
moonsteel_xp_potion,Moonsteel XP Potion,Consumable,Potion,14,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,355
sunforged_xp_potion,Sunforged XP Potion,Consumable,Potion,15,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,356
netherite_xp_potion,Netherite XP Potion,Consumable,Potion,16,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,357
stormglass_xp_potion,Stormglass XP Potion,Consumable,Potion,17,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,358
kingssteel_xp_potion,Kingssteel XP Potion,Consumable,Potion,18,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,359
eternium_xp_potion,Eternium XP Potion,Consumable,Potion,19,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,360
astralium_xp_potion,Astralium XP Potion,Consumable,Potion,20,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,361
gravite_xp_potion,Gravite XP Potion,Consumable,Potion,21,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,362
frostiron_xp_potion,Frostiron XP Potion,Consumable,Potion,22,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,363
dusksteel_xp_potion,Dusksteel XP Potion,Consumable,Potion,23,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,364
titanium_xp_potion,Titanium XP Potion,Consumable,Potion,24,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,365
skysteel_xp_potion,Skysteel XP Potion,Consumable,Potion,25,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,366
emberium_xp_potion,Emberium XP Potion,Consumable,Potion,26,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,367
soulsteel_xp_potion,Soulsteel XP Potion,Consumable,Potion,27,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,368
chronite_xp_potion,Chronite XP Potion,Consumable,Potion,28,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,369
worldforge_xp_potion,Worldforge XP Potion,Consumable,Potion,29,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,370
voidglass_xp_potion,Voidglass XP Potion,Consumable,Potion,30,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,371
thalassic_xp_potion,Thalassic XP Potion,Consumable,Potion,31,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,372
ashspire_xp_potion,Ashspire XP Potion,Consumable,Potion,32,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,373
glacirite_xp_potion,Glacirite XP Potion,Consumable,Potion,33,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,374
primordite_xp_potion,Primordite XP Potion,Consumable,Potion,34,consumable.potion.xp,approved six-icon potion family,potion.standard.xp,342,34,2,256,4352,128,128,342,375
copper_atk_potion,Copper ATK Potion,Consumable,Potion,1,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,376
iron_atk_potion,Iron ATK Potion,Consumable,Potion,2,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,377
silver_atk_potion,Silver ATK Potion,Consumable,Potion,3,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,378
gold_atk_potion,Gold ATK Potion,Consumable,Potion,4,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,379
mythril_atk_potion,Mythril ATK Potion,Consumable,Potion,5,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,380
starsteel_atk_potion,Starsteel ATK Potion,Consumable,Potion,6,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,381
obsidian_atk_potion,Obsidian ATK Potion,Consumable,Potion,7,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,382
runite_atk_potion,Runite ATK Potion,Consumable,Potion,8,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,383
dragonsteel_atk_potion,Dragonsteel ATK Potion,Consumable,Potion,9,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,384
aethersteel_atk_potion,Aethersteel ATK Potion,Consumable,Potion,10,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,385
voidiron_atk_potion,Voidiron ATK Potion,Consumable,Potion,11,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,386
celestium_atk_potion,Celestium ATK Potion,Consumable,Potion,12,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,387
bloodstone_atk_potion,Bloodstone ATK Potion,Consumable,Potion,13,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,388
moonsteel_atk_potion,Moonsteel ATK Potion,Consumable,Potion,14,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,389
sunforged_atk_potion,Sunforged ATK Potion,Consumable,Potion,15,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,390
netherite_atk_potion,Netherite ATK Potion,Consumable,Potion,16,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,391
stormglass_atk_potion,Stormglass ATK Potion,Consumable,Potion,17,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,392
kingssteel_atk_potion,Kingssteel ATK Potion,Consumable,Potion,18,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,393
eternium_atk_potion,Eternium ATK Potion,Consumable,Potion,19,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,394
astralium_atk_potion,Astralium ATK Potion,Consumable,Potion,20,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,395
gravite_atk_potion,Gravite ATK Potion,Consumable,Potion,21,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,396
frostiron_atk_potion,Frostiron ATK Potion,Consumable,Potion,22,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,397
dusksteel_atk_potion,Dusksteel ATK Potion,Consumable,Potion,23,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,398
titanium_atk_potion,Titanium ATK Potion,Consumable,Potion,24,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,399
skysteel_atk_potion,Skysteel ATK Potion,Consumable,Potion,25,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,400
emberium_atk_potion,Emberium ATK Potion,Consumable,Potion,26,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,401
soulsteel_atk_potion,Soulsteel ATK Potion,Consumable,Potion,27,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,402
chronite_atk_potion,Chronite ATK Potion,Consumable,Potion,28,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,403
worldforge_atk_potion,Worldforge ATK Potion,Consumable,Potion,29,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,404
voidglass_atk_potion,Voidglass ATK Potion,Consumable,Potion,30,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,405
thalassic_atk_potion,Thalassic ATK Potion,Consumable,Potion,31,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,406
ashspire_atk_potion,Ashspire ATK Potion,Consumable,Potion,32,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,407
glacirite_atk_potion,Glacirite ATK Potion,Consumable,Potion,33,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,408
primordite_atk_potion,Primordite ATK Potion,Consumable,Potion,34,consumable.potion.atk,approved six-icon potion family,potion.standard.atk,343,34,3,384,4352,128,128,343,409
copper_def_potion,Copper DEF Potion,Consumable,Potion,1,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,410
iron_def_potion,Iron DEF Potion,Consumable,Potion,2,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,411
silver_def_potion,Silver DEF Potion,Consumable,Potion,3,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,412
gold_def_potion,Gold DEF Potion,Consumable,Potion,4,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,413
mythril_def_potion,Mythril DEF Potion,Consumable,Potion,5,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,414
starsteel_def_potion,Starsteel DEF Potion,Consumable,Potion,6,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,415
obsidian_def_potion,Obsidian DEF Potion,Consumable,Potion,7,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,416
runite_def_potion,Runite DEF Potion,Consumable,Potion,8,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,417
dragonsteel_def_potion,Dragonsteel DEF Potion,Consumable,Potion,9,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,418
aethersteel_def_potion,Aethersteel DEF Potion,Consumable,Potion,10,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,419
voidiron_def_potion,Voidiron DEF Potion,Consumable,Potion,11,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,420
celestium_def_potion,Celestium DEF Potion,Consumable,Potion,12,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,421
bloodstone_def_potion,Bloodstone DEF Potion,Consumable,Potion,13,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,422
moonsteel_def_potion,Moonsteel DEF Potion,Consumable,Potion,14,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,423
sunforged_def_potion,Sunforged DEF Potion,Consumable,Potion,15,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,424
netherite_def_potion,Netherite DEF Potion,Consumable,Potion,16,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,425
stormglass_def_potion,Stormglass DEF Potion,Consumable,Potion,17,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,426
kingssteel_def_potion,Kingssteel DEF Potion,Consumable,Potion,18,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,427
eternium_def_potion,Eternium DEF Potion,Consumable,Potion,19,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,428
astralium_def_potion,Astralium DEF Potion,Consumable,Potion,20,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,429
gravite_def_potion,Gravite DEF Potion,Consumable,Potion,21,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,430
frostiron_def_potion,Frostiron DEF Potion,Consumable,Potion,22,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,431
dusksteel_def_potion,Dusksteel DEF Potion,Consumable,Potion,23,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,432
titanium_def_potion,Titanium DEF Potion,Consumable,Potion,24,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,433
skysteel_def_potion,Skysteel DEF Potion,Consumable,Potion,25,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,434
emberium_def_potion,Emberium DEF Potion,Consumable,Potion,26,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,435
soulsteel_def_potion,Soulsteel DEF Potion,Consumable,Potion,27,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,436
chronite_def_potion,Chronite DEF Potion,Consumable,Potion,28,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,437
worldforge_def_potion,Worldforge DEF Potion,Consumable,Potion,29,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,438
voidglass_def_potion,Voidglass DEF Potion,Consumable,Potion,30,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,439
thalassic_def_potion,Thalassic DEF Potion,Consumable,Potion,31,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,440
ashspire_def_potion,Ashspire DEF Potion,Consumable,Potion,32,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,441
glacirite_def_potion,Glacirite DEF Potion,Consumable,Potion,33,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,442
primordite_def_potion,Primordite DEF Potion,Consumable,Potion,34,consumable.potion.def,approved six-icon potion family,potion.standard.def,344,34,4,512,4352,128,128,344,443
copper_xp_potion_super,Super Copper XP Potion,Consumable,Potion,1,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,444
iron_xp_potion_super,Super Iron XP Potion,Consumable,Potion,2,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,445
silver_xp_potion_super,Super Silver XP Potion,Consumable,Potion,3,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,446
gold_xp_potion_super,Super Gold XP Potion,Consumable,Potion,4,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,447
mythril_xp_potion_super,Super Mythril XP Potion,Consumable,Potion,5,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,448
starsteel_xp_potion_super,Super Starsteel XP Potion,Consumable,Potion,6,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,449
obsidian_xp_potion_super,Super Obsidian XP Potion,Consumable,Potion,7,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,450
runite_xp_potion_super,Super Runite XP Potion,Consumable,Potion,8,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,451
dragonsteel_xp_potion_super,Super Dragonsteel XP Potion,Consumable,Potion,9,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,452
aethersteel_xp_potion_super,Super Aethersteel XP Potion,Consumable,Potion,10,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,453
voidiron_xp_potion_super,Super Voidiron XP Potion,Consumable,Potion,11,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,454
celestium_xp_potion_super,Super Celestium XP Potion,Consumable,Potion,12,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,455
bloodstone_xp_potion_super,Super Bloodstone XP Potion,Consumable,Potion,13,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,456
moonsteel_xp_potion_super,Super Moonsteel XP Potion,Consumable,Potion,14,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,457
sunforged_xp_potion_super,Super Sunforged XP Potion,Consumable,Potion,15,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,458
netherite_xp_potion_super,Super Netherite XP Potion,Consumable,Potion,16,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,459
stormglass_xp_potion_super,Super Stormglass XP Potion,Consumable,Potion,17,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,460
kingssteel_xp_potion_super,Super Kingssteel XP Potion,Consumable,Potion,18,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,461
eternium_xp_potion_super,Super Eternium XP Potion,Consumable,Potion,19,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,462
astralium_xp_potion_super,Super Astralium XP Potion,Consumable,Potion,20,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,463
gravite_xp_potion_super,Super Gravite XP Potion,Consumable,Potion,21,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,464
frostiron_xp_potion_super,Super Frostiron XP Potion,Consumable,Potion,22,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,465
dusksteel_xp_potion_super,Super Dusksteel XP Potion,Consumable,Potion,23,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,466
titanium_xp_potion_super,Super Titanium XP Potion,Consumable,Potion,24,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,467
skysteel_xp_potion_super,Super Skysteel XP Potion,Consumable,Potion,25,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,468
emberium_xp_potion_super,Super Emberium XP Potion,Consumable,Potion,26,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,469
soulsteel_xp_potion_super,Super Soulsteel XP Potion,Consumable,Potion,27,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,470
chronite_xp_potion_super,Super Chronite XP Potion,Consumable,Potion,28,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,471
worldforge_xp_potion_super,Super Worldforge XP Potion,Consumable,Potion,29,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,472
voidglass_xp_potion_super,Super Voidglass XP Potion,Consumable,Potion,30,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,473
thalassic_xp_potion_super,Super Thalassic XP Potion,Consumable,Potion,31,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,474
ashspire_xp_potion_super,Super Ashspire XP Potion,Consumable,Potion,32,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,475
glacirite_xp_potion_super,Super Glacirite XP Potion,Consumable,Potion,33,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,476
primordite_xp_potion_super,Super Primordite XP Potion,Consumable,Potion,34,consumable.potion.super_xp,approved six-icon potion family,potion.super.xp,345,34,5,640,4352,128,128,345,477
copper_atk_potion_super,Super Copper ATK Potion,Consumable,Potion,1,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,478
iron_atk_potion_super,Super Iron ATK Potion,Consumable,Potion,2,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,479
silver_atk_potion_super,Super Silver ATK Potion,Consumable,Potion,3,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,480
gold_atk_potion_super,Super Gold ATK Potion,Consumable,Potion,4,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,481
mythril_atk_potion_super,Super Mythril ATK Potion,Consumable,Potion,5,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,482
starsteel_atk_potion_super,Super Starsteel ATK Potion,Consumable,Potion,6,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,483
obsidian_atk_potion_super,Super Obsidian ATK Potion,Consumable,Potion,7,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,484
runite_atk_potion_super,Super Runite ATK Potion,Consumable,Potion,8,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,485
dragonsteel_atk_potion_super,Super Dragonsteel ATK Potion,Consumable,Potion,9,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,486
aethersteel_atk_potion_super,Super Aethersteel ATK Potion,Consumable,Potion,10,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,487
voidiron_atk_potion_super,Super Voidiron ATK Potion,Consumable,Potion,11,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,488
celestium_atk_potion_super,Super Celestium ATK Potion,Consumable,Potion,12,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,489
bloodstone_atk_potion_super,Super Bloodstone ATK Potion,Consumable,Potion,13,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,490
moonsteel_atk_potion_super,Super Moonsteel ATK Potion,Consumable,Potion,14,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,491
sunforged_atk_potion_super,Super Sunforged ATK Potion,Consumable,Potion,15,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,492
netherite_atk_potion_super,Super Netherite ATK Potion,Consumable,Potion,16,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,493
stormglass_atk_potion_super,Super Stormglass ATK Potion,Consumable,Potion,17,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,494
kingssteel_atk_potion_super,Super Kingssteel ATK Potion,Consumable,Potion,18,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,495
eternium_atk_potion_super,Super Eternium ATK Potion,Consumable,Potion,19,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,496
astralium_atk_potion_super,Super Astralium ATK Potion,Consumable,Potion,20,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,497
gravite_atk_potion_super,Super Gravite ATK Potion,Consumable,Potion,21,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,498
frostiron_atk_potion_super,Super Frostiron ATK Potion,Consumable,Potion,22,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,499
dusksteel_atk_potion_super,Super Dusksteel ATK Potion,Consumable,Potion,23,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,500
titanium_atk_potion_super,Super Titanium ATK Potion,Consumable,Potion,24,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,501
skysteel_atk_potion_super,Super Skysteel ATK Potion,Consumable,Potion,25,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,502
emberium_atk_potion_super,Super Emberium ATK Potion,Consumable,Potion,26,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,503
soulsteel_atk_potion_super,Super Soulsteel ATK Potion,Consumable,Potion,27,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,504
chronite_atk_potion_super,Super Chronite ATK Potion,Consumable,Potion,28,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,505
worldforge_atk_potion_super,Super Worldforge ATK Potion,Consumable,Potion,29,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,506
voidglass_atk_potion_super,Super Voidglass ATK Potion,Consumable,Potion,30,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,507
thalassic_atk_potion_super,Super Thalassic ATK Potion,Consumable,Potion,31,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,508
ashspire_atk_potion_super,Super Ashspire ATK Potion,Consumable,Potion,32,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,509
glacirite_atk_potion_super,Super Glacirite ATK Potion,Consumable,Potion,33,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,510
primordite_atk_potion_super,Super Primordite ATK Potion,Consumable,Potion,34,consumable.potion.super_atk,approved six-icon potion family,potion.super.atk,346,34,6,768,4352,128,128,346,511
copper_def_potion_super,Super Copper DEF Potion,Consumable,Potion,1,consumable.potion.super_def,approved six-icon potion family,potion.super.def,347,34,7,896,4352,128,128,347,512
iron_def_potion_super,Super Iron DEF Potion,Consumable,Potion,2,consumable.potion.super_def,approved six-icon potion family,potion.super.def,347,34,7,896,4352,128,128,347,513
silver_def_potion_super,Super Silver DEF Potion,Consumable,Potion,3,consumable.potion.super_def,approved six-icon potion family,potion.super.def,347,34,7,896,4352,128,128,347,514
gold_def_potion_super,Super Gold DEF Potion,Consumable,Potion,4,consumable.potion.super_def,approved six-icon potion family,potion.super.def,347,34,7,896,4352,128,128,347,515
mythril_def_potion_super,Super Mythril DEF Potion,Consumable,Potion,5,consumable.potion.super_def,approved six-icon potion family,potion.super.def,347,34,7,896,4352,128,128,347,516
starsteel_def_potion_super,Super Starsteel DEF Potion,Consumable,Potion,6,consumable.potion.super_def,approved six-icon potion family,potion.super.def,347,34,7,896,4352,128,128,347,517
obsidian_def_potion_super,Super Obsidian DEF Potion,Consumable,Potion,7,consumable.potion.super_def,approved six-icon potion family,potion.super.def,347,34,7,896,4352,128,128,347,518
runite_def_potion_super,Super Runite DEF Potion,Consumable,Potion,8,consumable.potion.super_def,approved six-icon potion family,potion.super.def,347,34,7,896,4352,128,128,347,519
dragonsteel_def_potion_super,Super Dragonsteel DEF Potion,Consumable,Potion,9,consumable.potion.super_def,approved six-icon potion family,potion.super.def,347,34,7,896,4352,128,128,347,520
